8,143,5387.611138,98088,9566068,2,7
9,257,8153.594785,141935,9324834,2,7
10,245,4117.616325,39382,7662269,2,7
12,5,9327.844277,109452,2443878,2,1
14,41,1644.378924,24621,3046445,2,5
15,11,2315.078869,1359,1164851,8,5
16,17,2563.181916,59735,6840011,7,5
17,140,2432.880273,72865,7192654,7,7
18,226,759.8579027,8998,1400055,8,7
19,587,771.4891528,0,199558,2,7
21,39,347.2412263,0,30000,2,2
23,10,465.0015767,15283,580132,8,1
24,189,3416.637784,123963,12332185,7,7
25,116,1375.702334,464,33864,8,7
26,259,497.3709351,638,717919,7,7
29,887,1428.32432,18897,0,7,7
30,155,809.0007532,23798,2081723,2,7
31,114,2994.686356,129235,7764888,2,7
32,122,1905.781814,1686,281369,2,7
33,371,466.3323347,512,281959,2,7
34,303,1140.64946,1532,272209,2,7
38,121,543.2975503,2193,108400,7,7
39,237,1854.504466,25066,4464751,2,7
40,223,644.3639838,3744,1636965,7,7
41,164,630.7834656,9302,107638,7,7
42,94,271.6033834,0,588214,7,7
43,107,1660.98547,4492,2574702,7,7
44,253,2291.873629,117303,3808348,2,7
57,776,902.6359909,1090,460534,2,7
58,346,3976.587865,45287,3339539,2,7
59,325,2612.700485,81698,7058143,2,7
60,104,1167.604417,0,255743,2,7
61,482,289.5614763,0,209241,2,7
62,806,1095.249015,44667,308720,2,7
63,312,2875.624703,5387,12283,2,7
64,557,1068.025365,0,150071,2,7
65,586,1430.82902,20510,1742449,2,7
66,587,1337.118,6514,801822,2,7
67,372,2421.281424,77594,5272482,8,7
68,460,755.787096,5116,2551810,8,7
69,275,351.0586707,1204,616808,8,7
70,376,1153.734448,33681,805916,8,7
71,262,1133.040195,1120,885879,8,7
72,99,1379.633671,7695,1711600,8,7
73,479,2121.153517,11615,872418,7,7
74,346,2845.658499,82585,9359408,7,7
75,328,1543.61151,52638,341532,7,7
76,253,467.3959709,852,789541,7,7
77,345,377.8632686,1893,377004,7,7
78,357,2180.324608,86637,440315,7,7
79,237,9527.091092,153832,8690138,7,7
80,476,2935.23714,101116,11277572,7,7
81,152,1481.00965,6131,3634432,7,7
82,294,745.748468,1720,1257032,7,7
83,433,920.9507585,6087,311149,7,7
84,300,461.7461137,400,115965,7,7
85,325,493.0788006,1285,1636965,7,7
86,277,841.9066045,1473,1127700,7,7
87,212,255.5303016,0,0,7,7
88,168,2848.520759,74219,5546225,7,7
89,139,985.1582758,4485,0,7,7
90,271,2741.840099,15033,2740279,7,7
103,21,4583.980563,3159,1989156,2,3
104,26,1903.498292,15824,2212415,2,3
105,18,6646.28621,105487,3852630,2,3
106,3,418.1082624,0,283441,2,3
107,16,3825.69059,84176,6136591,2,3
108,13,598.4837084,20914,86766,8,3
109,4,2333.229993,55808,3989423,8,3
110,7,366.3710085,1128,80800,8,3
111,11,167.3000274,436,17897,8,3
112,9,3362.580797,100313,3038333,7,3
113,5,976.1765083,4958,2349209,7,3
114,51,585.7688028,0,179000,7,3
115,8,530.0290943,0,1133727,7,3
116,14,2509.766918,96586,2581631,7,3
