7,2,90,332,7,4
17,20,26325,22345,7,4
3,47,8432,98221,7,4
14,1,43,0,7,4
9,6,465,7572,7,4
7,1,172,55100,7,4
9,1,112,0,7,4
22,0,0,0,7,4
8,122,18891,515634,7,4
9,57,10134,203195,2,1
18,10,554,34744,2,1
12,40,6525,141802,2,1
17,60,10304,250786,2,1
3,222,66045,934396,2,1
10,36,30161,119724,2,1
74,60,11739,182315,2,1
15,2,48,0,2,1
4,7,1136,5375,8,1
54,99,15944,379438,8,1
11,124,19797,449876,8,1
34,9,24477,2578,7,1
27,84,13075,276101,7,1
4,1,24,0,7,1
13,9,1673,2372,7,1
51,84,14895,246958,7,1
23,69,10702,156430,7,1
22,102,41331,394514,7,1
25,76,13847,196707,7,1
6,1,571,9356,7,1
7,82,13857,224643,7,1
12,4,246,521,7,1
23,1,255,1565,7,1
11,2,22011,4379,7,1
399,18,4129,21882,2,2
110,7,549,48856,2,2
70,2,204,1305,2,2
314,23,1927,64211,2,2
271,24,2100,127032,2,2
174,11,1352,47712,2,2
143,2,289,0,2,2
535,4,1146,17514,2,2
288,40,8965,104827,2,2
277,5,631,668,2,2
114,16,1355,32868,2,2
262,28,3329,91946,2,2
271,20,3752,28380,8,2
168,8,882,55800,8,2
318,6,1077,2124,8,2
198,4,1338,2797,8,2
150,6,708,9042,8,2
269,15,995,32210,8,2
400,25,3456,67372,8,2
169,4,426,1204,8,2
139,3,668,22392,8,2
118,3,231,26032,8,2
266,4,1066,6718,7,2
188,4,22210,19985,7,2
378,24,3242,37633,7,2
243,19,4062,40928,7,2
132,52,31612,128111,7,2
124,11,1535,7443,7,2
225,33,5609,106315,7,2
216,11,1220,41243,7,2
139,8,1566,638,7,2
152,17,2836,47780,7,2
89,3,598,18416,7,2
172,8,1271,82910,7,2
147,9,2048,8677,7,2
230,31,4317,125993,7,2
235,44,6905,129223,7,2
140,4,318,0,7,2
572,4,440,38446,2,6
497,7,1170,43420,2,6
504,38,6070,110427,2,6
562,13,2748,4126,2,6
426,34,5212,161940,2,6
351,21,1988,89769,2,6
764,4,822,16821,2,6
444,42,5742,132736,2,6
550,11,2169,4122,2,6
307,13,1913,19022,8,6
129,30,3508,66481,8,6
290,6,1012,2768,8,6
143,2,376,8162,8,6
160,32,3670,135217,8,6
376,7,688,76668,8,6
289,3,535,50919,8,6
229,54,6842,363191,8,6
400,7,1920,15027,8,6
269,83,12886,267591,8,6
175,45,6860,61641,7,6
282,15,1792,81223,7,6
179,36,6699,112741,7,6
317,3,743,5262,7,6
128,30,6092,63458,7,6
162,8,23282,33719,7,6
294,3,461,0,7,6
355,22,2786,106851,7,6
318,25,3513,40620,7,6
401,2,545,6845,7,6
151,7,1909,15197,7,6
231,41,6583,135959,7,6
482,25,4407,23095,7,6
227,1,198,468,7,6
613,5,1780,858,7,6
250,9,1089,638,7,6
216,3,550,19347,7,6
307,14,2493,11436,7,6
160,4,1232,17706,2,5
88,13,3307,6166,2,5
63,17,2371,105530,2,5
58,31,5020,98243,2,5
106,44,5413,165644,8,5
63,2,154,1695,8,5
36,3,179,24836,8,5
16,50,6566,180255,8,5
26,22,1997,79485,8,5
61,6,1627,13506,8,5
40,36,4831,74376,8,5
30,55,9888,113640,7,5
50,74,12264,199812,7,5
75,7,24173,2578,7,5
92,31,6132,67994,7,5
68,3,569,6577,7,5
39,1,97,0,7,5
5,0,0,0,7,1
318,5,22699,2331,7,2
102,5,427,16799,8,2
158,5,1830,2288,7,2
119,1,161,27588,8,2
150,22,4528,87433,7,2
21,35,6130,82926,7,5
188,8,1432,76142,7,6
72,2,100,9457,8,6
175,115,42390,476884,2,7
131,1,359,12876,7,2
397,11,2772,3012,2,2
