2.910000000000000000e+02,2.890000000000000000e+02,1.067723369000000048e+03,2.050000000000000000e+02,1.737900000000000000e+05,8.000000000000000000e+00,6.000000000000000000e+00
8.400000000000000000e+01,3.000000000000000000e+02,3.916116617999999789e+02,9.000000000000000000e+00,2.365200000000000000e+04,7.000000000000000000e+00,7.000000000000000000e+00
1.530000000000000000e+02,1.800000000000000000e+01,1.154013582000000042e+03,1.800000000000000000e+01,2.000000000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+02,4.000000000000000000e+00,2.936129649999999856e+03,4.890000000000000000e+02,1.320263000000000000e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.500000000000000000e+02,1.020000000000000000e+02,5.309750179000000117e+02,1.290000000000000000e+02,9.945300000000000000e+04,8.000000000000000000e+00,2.000000000000000000e+00
2.050000000000000000e+02,1.100000000000000000e+02,1.313572245000000066e+03,1.140000000000000000e+02,1.083160000000000000e+05,2.000000000000000000e+00,2.000000000000000000e+00
4.400000000000000000e+01,2.530000000000000000e+02,1.799304482999999891e+03,9.420000000000000000e+02,1.988511000000000000e+06,2.000000000000000000e+00,7.000000000000000000e+00
1.050000000000000000e+02,1.800000000000000000e+01,3.534730838999999833e+03,2.654000000000000000e+03,3.239056000000000000e+06,2.000000000000000000e+00,3.000000000000000000e+00
1.550000000000000000e+02,1.700000000000000000e+01,4.513350443999999698e+03,3.746000000000000000e+03,5.941473000000000000e+06,2.000000000000000000e+00,1.000000000000000000e+00
2.290000000000000000e+02,3.780000000000000000e+02,1.372850721999999905e+03,3.000000000000000000e+02,1.521600000000000000e+05,7.000000000000000000e+00,2.000000000000000000e+00
2.600000000000000000e+01,2.590000000000000000e+02,2.205448766000000091e+02,2.970000000000000000e+02,5.817840000000000000e+05,7.000000000000000000e+00,7.000000000000000000e+00
1.610000000000000000e+02,5.400000000000000000e+01,4.912138990999999805e+03,7.272000000000000000e+03,1.000109300000000000e+07,8.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000000e+01,8.060000000000000000e+02,8.716823636999999962e+02,7.240000000000000000e+02,1.896420000000000000e+05,2.000000000000000000e+00,7.000000000000000000e+00
2.070000000000000000e+02,3.140000000000000000e+02,1.715607590000000073e+03,6.510000000000000000e+02,1.710022000000000000e+06,2.000000000000000000e+00,2.000000000000000000e+00
