0.000000000000000000e+00,3.900000000000000000e+01,6.132000000000000000e+03,1.346360000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00
2.900000000000000000e+02,3.700000000000000000e+01,5.935000000000000000e+03,9.401200000000000000e+04,8.000000000000000000e+00,6.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+01,3.545000000000000000e+03,7.822400000000000000e+04,7.000000000000000000e+00,1.000000000000000000e+00
1.220000000000000000e+02,3.100000000000000000e+01,3.511000000000000000e+03,1.423070000000000000e+05,2.000000000000000000e+00,7.000000000000000000e+00
2.880000000000000000e+02,2.000000000000000000e+01,5.747000000000000000e+03,2.321400000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+00
2.700000000000000000e+01,3.600000000000000000e+01,4.956000000000000000e+03,7.085800000000000000e+04,7.000000000000000000e+00,1.000000000000000000e+00
3.280000000000000000e+02,2.500000000000000000e+01,3.249000000000000000e+03,9.578000000000000000e+04,7.000000000000000000e+00,7.000000000000000000e+00
7.400000000000000000e+01,7.700000000000000000e+01,1.312300000000000000e+04,2.228120000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.030000000000000000e+02,3.000000000000000000e+01,7.338000000000000000e+03,3.015800000000000000e+04,2.000000000000000000e+00,7.000000000000000000e+00
9.000000000000000000e+00,3.000000000000000000e+01,4.859000000000000000e+03,6.229500000000000000e+04,7.000000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+02,1.500000000000000000e+01,2.344000000000000000e+03,6.724100000000000000e+04,7.000000000000000000e+00,2.000000000000000000e+00
2.200000000000000000e+01,2.600000000000000000e+01,4.682000000000000000e+03,9.158800000000000000e+04,7.000000000000000000e+00,1.000000000000000000e+00
2.290000000000000000e+02,3.000000000000000000e+00,4.100000000000000000e+02,5.581700000000000000e+04,8.000000000000000000e+00,6.000000000000000000e+00
7.500000000000000000e+01,1.900000000000000000e+01,2.617200000000000000e+04,4.698500000000000000e+04,7.000000000000000000e+00,5.000000000000000000e+00
4.000000000000000000e+00,1.100000000000000000e+01,9.840000000000000000e+02,1.003610000000000000e+05,2.000000000000000000e+00,4.000000000000000000e+00
2.890000000000000000e+02,2.800000000000000000e+01,3.308000000000000000e+03,1.214190000000000000e+05,8.000000000000000000e+00,6.000000000000000000e+00
1.240000000000000000e+02,3.600000000000000000e+01,5.173000000000000000e+03,3.826400000000000000e+04,7.000000000000000000e+00,2.000000000000000000e+00
2.690000000000000000e+02,2.400000000000000000e+01,2.874000000000000000e+03,9.321700000000000000e+04,8.000000000000000000e+00,2.000000000000000000e+00
7.000000000000000000e+01,2.600000000000000000e+01,2.729000000000000000e+03,1.318420000000000000e+05,2.000000000000000000e+00,2.000000000000000000e+00
1.520000000000000000e+02,1.700000000000000000e+01,2.606000000000000000e+04,2.756600000000000000e+04,7.000000000000000000e+00,7.000000000000000000e+00
1.790000000000000000e+02,2.100000000000000000e+01,3.020000000000000000e+03,9.501800000000000000e+04,7.000000000000000000e+00,6.000000000000000000e+00
4.100000000000000000e+01,3.100000000000000000e+01,3.840000000000000000e+03,1.245660000000000000e+05,2.000000000000000000e+00,5.000000000000000000e+00
1.800000000000000000e+01,7.000000000000000000e+01,1.246900000000000000e+04,2.582960000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000000e+01,1.700000000000000000e+01,1.717000000000000000e+03,1.018260000000000000e+05,8.000000000000000000e+00,6.000000000000000000e+00
