1.598000920709999946e+03,7.000000000000000000e+00,2.000000000000000000e+00,1.120000000000000000e+02
4.187571030500000120e+02,1.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000000e+01
6.324815203350000047e+03,1.000000000000000000e+00,7.000000000000000000e+00,8.300000000000000000e+01
1.404387381819999973e+03,6.000000000000000000e+00,6.000000000000000000e+00,6.700000000000000000e+01
3.727130207100000234e+02,4.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
6.273881517900000517e+02,7.000000000000000000e+00,8.000000000000000000e+00,7.200000000000000000e+01
7.028126639399999931e+02,2.000000000000000000e+00,6.000000000000000000e+00,4.800000000000000000e+01
2.210473017100000106e+03,6.000000000000000000e+00,1.000000000000000000e+01,2.300000000000000000e+01
2.463662218000000053e+02,7.000000000000000000e+00,8.000000000000000000e+00,1.010000000000000000e+02
1.552384521519999907e+03,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01
6.075634688400000414e+02,4.000000000000000000e+00,8.000000000000000000e+00,1.090000000000000000e+02
9.228598256780000156e+03,3.000000000000000000e+00,9.000000000000000000e+00,7.400000000000000000e+01
7.668334183300000404e+03,7.000000000000000000e+00,9.000000000000000000e+00,1.190000000000000000e+02
3.716673798230000102e+03,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
4.608778927600000088e+02,7.000000000000000000e+00,8.000000000000000000e+00,9.100000000000000000e+01
9.267740233000000671e+01,4.000000000000000000e+00,7.000000000000000000e+00,1.020000000000000000e+02
3.425972801899999922e+02,2.000000000000000000e+00,2.000000000000000000e+00,7.900000000000000000e+01
3.534730838519999907e+03,3.000000000000000000e+00,2.000000000000000000e+00,7.100000000000000000e+01
3.056642548700000134e+03,7.000000000000000000e+00,2.000000000000000000e+00,9.900000000000000000e+01
1.109715934220000008e+03,2.000000000000000000e+00,7.000000000000000000e+00,5.400000000000000000e+01
4.231905875550000019e+03,6.000000000000000000e+00,5.000000000000000000e+00,6.400000000000000000e+01
2.936350195980000080e+03,1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+01
4.948776567179999802e+03,6.000000000000000000e+00,5.000000000000000000e+00,1.200000000000000000e+01
1.387588244004999979e+04,3.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01
1.715607590040000105e+03,2.000000000000000000e+00,2.000000000000000000e+00,8.100000000000000000e+01
3.150071940700000255e+02,7.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000000e+01
1.313572245260000045e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01
1.797717201709999927e+03,7.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01
8.716823636799999804e+02,7.000000000000000000e+00,2.000000000000000000e+00,7.100000000000000000e+01
4.181082624100000089e+02,3.000000000000000000e+00,2.000000000000000000e+00,6.600000000000000000e+01
2.333229992659999880e+03,3.000000000000000000e+00,8.000000000000000000e+00,1.090000000000000000e+02
1.797034735169999976e+03,6.000000000000000000e+00,7.000000000000000000e+00,6.900000000000000000e+01
2.205448765700000138e+02,7.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.926570035500000131e+02,2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
1.627195232110000006e+03,1.000000000000000000e+00,5.000000000000000000e+00,3.600000000000000000e+01
1.204848713439999983e+03,6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
1.130721430790000113e+03,6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01
5.238373469449999902e+03,3.000000000000000000e+00,5.000000000000000000e+00,1.030000000000000000e+02
2.627087028999999802e+03,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
2.019508525579999969e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.080000000000000000e+02
9.527091091550000783e+03,7.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000000e+01
1.008514978641999915e+04,1.000000000000000000e+00,1.000000000000000000e+01,3.800000000000000000e+01
2.828316532199999983e+03,6.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
6.342929571800000303e+02,6.000000000000000000e+00,7.000000000000000000e+00,7.600000000000000000e+01
7.263194708700000319e+02,7.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01
2.933949827899999946e+03,6.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01
3.874674549900000216e+02,2.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
3.524760864450000099e+03,1.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01
1.965414809439999999e+03,6.000000000000000000e+00,8.000000000000000000e+00,4.600000000000000000e+01
1.760541468950000080e+03,7.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
3.843764650770000117e+03,1.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
2.054280183399999942e+02,6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.472412262700000269e+02,2.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
1.248007591399999967e+02,7.000000000000000000e+00,2.000000000000000000e+00,6.600000000000000000e+01
3.500779836579999937e+03,6.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00
4.540515221300000235e+02,7.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
7.599039687900000217e+02,6.000000000000000000e+00,7.000000000000000000e+00,8.200000000000000000e+01
8.990620770769999581e+03,7.000000000000000000e+00,9.000000000000000000e+00,7.400000000000000000e+01
7.032810048300000290e+02,2.000000000000000000e+00,7.000000000000000000e+00,5.300000000000000000e+01
1.440821409729999914e+03,6.000000000000000000e+00,7.000000000000000000e+00,8.300000000000000000e+01
2.315078868669999792e+03,5.000000000000000000e+00,8.000000000000000000e+00,4.200000000000000000e+01
3.975805854610000097e+03,7.000000000000000000e+00,5.000000000000000000e+00,3.600000000000000000e+01
3.914263127730000178e+03,6.000000000000000000e+00,8.000000000000000000e+00,2.700000000000000000e+01
8.291937951300000123e+02,6.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000000e+01
1.309007158269999991e+03,2.000000000000000000e+00,8.000000000000000000e+00,6.100000000000000000e+01
5.192957447060000050e+03,6.000000000000000000e+00,1.000000000000000000e+01,5.700000000000000000e+01
1.710979300279999961e+03,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01
3.778632685700000025e+02,7.000000000000000000e+00,7.000000000000000000e+00,4.700000000000000000e+01
5.005289470769999753e+03,6.000000000000000000e+00,1.000000000000000000e+01,4.900000000000000000e+01
3.570920247059999838e+03,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+01
4.175690183699999807e+02,6.000000000000000000e+00,8.000000000000000000e+00,1.010000000000000000e+02
3.938080942699999923e+03,1.000000000000000000e+00,7.000000000000000000e+00,7.500000000000000000e+01
1.752307499300000018e+03,7.000000000000000000e+00,7.000000000000000000e+00,5.800000000000000000e+01
3.825690590239999892e+03,3.000000000000000000e+00,2.000000000000000000e+00,1.120000000000000000e+02
5.820787581900000305e+02,7.000000000000000000e+00,8.000000000000000000e+00,9.600000000000000000e+01
3.150635413649999919e+03,6.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+01
2.370331544369999847e+03,6.000000000000000000e+00,7.000000000000000000e+00,8.200000000000000000e+01
3.045335169030000088e+03,7.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01
2.296493974380000054e+03,2.000000000000000000e+00,1.000000000000000000e+01,9.300000000000000000e+01
2.329153555110000070e+03,7.000000000000000000e+00,7.000000000000000000e+00,1.020000000000000000e+02
4.095565160069999820e+03,6.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00
2.191357798840000214e+03,4.000000000000000000e+00,2.000000000000000000e+00,8.100000000000000000e+01
1.580266385899999932e+03,7.000000000000000000e+00,2.000000000000000000e+00,4.300000000000000000e+01
4.205660903969999708e+03,3.000000000000000000e+00,5.000000000000000000e+00,3.900000000000000000e+01
1.633791743190000034e+03,7.000000000000000000e+00,7.000000000000000000e+00,7.600000000000000000e+01
1.710814977450000015e+03,4.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+01
5.457841058990000420e+03,7.000000000000000000e+00,5.000000000000000000e+00,8.400000000000000000e+01
4.121425693999999851e+01,4.000000000000000000e+00,7.000000000000000000e+00,5.400000000000000000e+01
2.505139915769999789e+03,7.000000000000000000e+00,2.000000000000000000e+00,5.100000000000000000e+01
3.259475640629999816e+03,2.000000000000000000e+00,2.000000000000000000e+00,5.100000000000000000e+01
9.761765082800000073e+02,3.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
3.448641127299999880e+02,3.000000000000000000e+00,8.000000000000000000e+00,9.600000000000000000e+01
1.038095912750000025e+03,1.000000000000000000e+00,7.000000000000000000e+00,7.300000000000000000e+01
2.837080346369999916e+03,6.000000000000000000e+00,5.000000000000000000e+00,1.030000000000000000e+02
2.105932886420000159e+03,7.000000000000000000e+00,7.000000000000000000e+00,5.400000000000000000e+01
2.679256786389999888e+03,2.000000000000000000e+00,5.000000000000000000e+00,3.900000000000000000e+01
1.991157670750000079e+03,2.000000000000000000e+00,7.000000000000000000e+00,4.400000000000000000e+01
6.001487057000000505e+02,7.000000000000000000e+00,2.000000000000000000e+00,7.800000000000000000e+01
4.177391762899999890e+02,2.000000000000000000e+00,2.000000000000000000e+00,6.600000000000000000e+01
5.240356977059999736e+03,6.000000000000000000e+00,5.000000000000000000e+00,6.400000000000000000e+01
1.853205504088000089e+04,5.000000000000000000e+00,4.000000000000000000e+00,2.400000000000000000e+01
2.931109588530000110e+03,4.000000000000000000e+00,2.000000000000000000e+00,1.110000000000000000e+02
2.265142587629999980e+03,2.000000000000000000e+00,5.000000000000000000e+00,3.700000000000000000e+01
6.533125834960000248e+03,1.000000000000000000e+00,1.000000000000000000e+01,1.600000000000000000e+01
4.382849241130000337e+03,6.000000000000000000e+00,8.000000000000000000e+00,9.100000000000000000e+01
9.659216307599999709e+02,2.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+01
8.481561618719999387e+03,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01
3.916116617600000041e+02,7.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+01
8.458976372800000263e+02,6.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
6.273465187599999808e+02,3.000000000000000000e+00,7.000000000000000000e+00,1.070000000000000000e+02
5.552097714620000261e+03,2.000000000000000000e+00,1.000000000000000000e+01,1.040000000000000000e+02
4.184067545179999797e+03,7.000000000000000000e+00,6.000000000000000000e+00,6.700000000000000000e+01
2.835031935680000061e+03,3.000000000000000000e+00,5.000000000000000000e+00,9.500000000000000000e+01
1.883240816640000048e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01
1.881987536579999869e+04,1.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01
1.799304483419999997e+03,7.000000000000000000e+00,2.000000000000000000e+00,7.900000000000000000e+01
1.090005595489999905e+03,6.000000000000000000e+00,8.000000000000000000e+00,7.200000000000000000e+01
1.868808467350000001e+03,7.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+01
2.500225246649999917e+03,6.000000000000000000e+00,5.000000000000000000e+00,3.700000000000000000e+01
2.796505506850000074e+03,2.000000000000000000e+00,9.000000000000000000e+00,7.400000000000000000e+01
3.938568660999999906e+02,6.000000000000000000e+00,7.000000000000000000e+00,7.200000000000000000e+01
7.765134769799999503e+02,2.000000000000000000e+00,8.000000000000000000e+00,9.100000000000000000e+01
7.614051468500000510e+02,2.000000000000000000e+00,8.000000000000000000e+00,2.700000000000000000e+01
4.147970852400000012e+02,4.000000000000000000e+00,2.000000000000000000e+00,5.100000000000000000e+01
1.024936466606000067e+04,4.000000000000000000e+00,5.000000000000000000e+00,3.200000000000000000e+01
4.115116962199999762e+03,1.000000000000000000e+00,9.000000000000000000e+00,9.800000000000000000e+01
1.943121473100000003e+02,3.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+02
1.483797226000000080e+02,1.000000000000000000e+00,7.000000000000000000e+00,4.700000000000000000e+01
1.667560728070000096e+03,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+01
3.259981103499999904e+02,2.000000000000000000e+00,7.000000000000000000e+00,5.300000000000000000e+01
5.060403852880000159e+03,7.000000000000000000e+00,2.000000000000000000e+00,9.900000000000000000e+01
9.327844276949999767e+03,1.000000000000000000e+00,2.000000000000000000e+00,6.600000000000000000e+01
4.485260351100000094e+02,6.000000000000000000e+00,8.000000000000000000e+00,7.600000000000000000e+01
6.924726142810000056e+03,4.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e+01
2.441841437019999830e+03,6.000000000000000000e+00,2.000000000000000000e+00,1.120000000000000000e+02
9.851582757600000377e+02,7.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01
3.551530740229999992e+03,3.000000000000000000e+00,5.000000000000000000e+00,3.600000000000000000e+01
4.821082667499999843e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.180000000000000000e+02
7.036849991300000511e+02,2.000000000000000000e+00,1.000000000000000000e+01,2.300000000000000000e+01
3.536334214859999975e+03,7.000000000000000000e+00,5.000000000000000000e+00,1.030000000000000000e+02
4.161703019899999845e+02,2.000000000000000000e+00,8.000000000000000000e+00,8.900000000000000000e+01
1.863819928400000094e+02,1.000000000000000000e+00,7.000000000000000000e+00,5.300000000000000000e+01
3.347880576800000085e+02,7.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
4.650616642420000062e+03,2.000000000000000000e+00,5.000000000000000000e+00,3.200000000000000000e+01
5.303185808549999820e+03,2.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+01
1.765817141650999838e+04,4.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00
2.885855419299999994e+03,3.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01
1.386186878720000095e+03,6.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
1.040221962623000036e+04,5.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+01
1.385267680520000113e+03,2.000000000000000000e+00,8.000000000000000000e+00,4.100000000000000000e+01
6.687404669700000568e+02,2.000000000000000000e+00,7.000000000000000000e+00,5.800000000000000000e+01
6.066993598100000327e+02,7.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00
1.109160525210000060e+03,5.000000000000000000e+00,7.000000000000000000e+00,1.900000000000000000e+01
1.234445148280000012e+03,7.000000000000000000e+00,7.000000000000000000e+00,1.070000000000000000e+02
1.636737437199999931e+03,6.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+01
1.512389482520000001e+03,7.000000000000000000e+00,7.000000000000000000e+00,6.900000000000000000e+01
1.075106858090000060e+03,6.000000000000000000e+00,8.000000000000000000e+00,4.100000000000000000e+01
1.704663132249999990e+03,6.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+01
8.153594784740000250e+03,7.000000000000000000e+00,2.000000000000000000e+00,2.800000000000000000e+01
3.018388721450000048e+03,6.000000000000000000e+00,9.000000000000000000e+00,3.100000000000000000e+01
1.337279413889999887e+03,6.000000000000000000e+00,8.000000000000000000e+00,8.900000000000000000e+01
1.055239488919999985e+03,6.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+01
2.105289689189999990e+03,2.000000000000000000e+00,7.000000000000000000e+00,5.200000000000000000e+01
7.054273245809999935e+03,1.000000000000000000e+00,8.000000000000000000e+00,1.090000000000000000e+02
2.382430333818999861e+04,4.000000000000000000e+00,8.000000000000000000e+00,9.100000000000000000e+01
9.939309638700000278e+02,2.000000000000000000e+00,8.000000000000000000e+00,7.200000000000000000e+01
3.170233728180000071e+03,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00
1.433008038890000080e+03,7.000000000000000000e+00,7.000000000000000000e+00,1.080000000000000000e+02
6.139887319319999733e+03,7.000000000000000000e+00,1.000000000000000000e+01,1.040000000000000000e+02
2.461042930680000154e+03,2.000000000000000000e+00,5.000000000000000000e+00,1.200000000000000000e+01
7.441755051599999433e+02,1.000000000000000000e+00,7.000000000000000000e+00,4.700000000000000000e+01
