task_seq
"[5, 4]"
"[5, 3]"
"[1, 5]"
"[1, 1]"
"[5, 1]"
"[4, 6]"
"[4, 5]"
"[5, 1]"
"[5, 5]"
"[1, 4]"
"[4, 6]"
"[5, 4]"
"[4, 5]"
"[5, 10]"
"[4, 5]"
"[4, 6]"
"[5, 3]"
"[4, 5]"
"[6, 4]"
"[1, 5]"
"[5, 1]"
